難易度,曲名　　　　　　　　　　 　　  　　  　  (ギミック),,,,,,定数,地,密,瞬,究,終,技,計,　 BPM　 (跳),,演奏時間,ひとこと
,FALSE,ココロ,,,,,28.7+,7,4,6,2,2,2,23,110-140,,2:17.11,編曲が残念ランキング断トツの1位。32分音符が速すぎるが、入り手で16分3連打をするイメージ
,FALSE,愛して愛して愛して,,,,,28.7,7,5,2,3,3,2,22,115,◎,2:04.70,メンヘラ代表。このBPMの24分の速さが絶妙に崩されやすい。グチャグチャスライドで休憩が可能
,FALSE,Just Be Friends,,,,,28.7,8,5,3,1,3,2,22,128,,2:05.16,涙スライドの始点が1920分1個分ズレており、おそらく2連打で最高密度を誇る配置となってしまった
,FALSE,ヒビカセ,,,,,28.7,8,5,3,2,2,2,22,140,,1:51.00,同時押しが絡む配置が多くシンプルに地力が要る。割とちょうどいい難しさの局所難も
,FALSE,きょうもハレバレ,,,,,28.7,8,4,5,1,2,2,22,134,,1:54.18,特徴的なスライドや地力の必要な配置の多さでアイデンティティを確立している。神カバー
,FALSE,ロミオとシンデレラ,,,,,28.7,7,6,4,1,2,2,22,170,,1:48.53,キャラメルの終点が抜けたのがもう懐かしい。元27にしてはガチガチの非交互配置が多すぎた...
,FALSE,トリコロージュ,,,,,28.7,9,5,3,3,1,1,22,130,,2:00.46,個人的最難関はサビ直前の3連符絡みのリズム。それ以外にも運指を組んでおきたい配置も多め
,FALSE,天使の翼。,,,,,28.7,6,4,3,4,3,2,22,125,,2:45.68,曲がかなり長い上癖の強い配置が多くそれぞれに対応できないと苦しい。実は自○の曲である...
,FALSE,39みゅーじっく！,,,,,28.7(↑)-,6↑,4,3,1,5,3,22,130,,1:50.77,昔は28最弱レベルの譜面だったが、今の28下位を見れば見るほど必要な技術が高かった......
,FALSE,帝国少女,,,,,28.7(↑)-,5,4↑,3,5,3,2,22,118,◯,2:25.42,曲をしっかり聴き込み、どこが32分、どこが16分なのかを理解することがAPへの最大の近道
,FALSE,アイロニ,,,,,28.6+,6↑,3,4↓,3,3,2,21,90,◎,2:19.00,28最低基本BPMを更新したが、ふんだんに24分の難配置が盛り込まれており厄介
,FALSE,陽だまりのセツナ,,,,,28.6+,4,5,3,4,3,2,21,217,,1:51.43,見掛け倒しだが落ち着けば意外と取れる配置が多い。28最高BPMの座を林檎売りに奪われた
,FALSE,ひつじがいっぴき,,,,,28.6+,4,6,4,3,2,2,21,200,,2:05.55,スライドがかなりド派手な譜面。BPMこそ速いが、しんどい16分は少なめ。全レーンノーツに注意
,FALSE,WAVE,,,,,28.6+,8,4,3,3,1,2,21,130,,1:50.77,28の地力要素をかなり詰め込んでみたような譜面。16分連打の中にフリック2連があるのが特徴的
,FALSE,マインドブランド,ソ,敷,交,多,28.6+,6,4,3,3,4,1,21,156,◎,2:00.64,様々なギミックが織り交ぜられていながら終点がなかなかに厄介な譜面。3DMVが圧巻すぎる
,FALSE,恋愛裁判,,,,,28.6+,5↑,4,3,3,3,3,21,134,,2:07.61,細いスライドだったりサビ間の間奏の終点+認識難だったりが難所。これは「有罪」
,FALSE,Peaky Peaky,,,,,28.6+,6↑,4,3,3,3,2,21,132,,1:36.82,曲名が完全に○4D○なのよ......譜面のクセがかなり強い。動かさなくていい曲線スライドも点在
,FALSE,心拍ペアリング,,,,,28.6+,7↑,5↑,4↓,1,2,2,21,134,,1:20.60,曲こそ短いが、32分が紛れていたり2連打が必要だったり、瞬間的な要求地力があまりに高い
,FALSE,威風堂々,,,,,28.6+,7↑,4,3,3,2,2,21,130,,2:19.96,このゲーム史上最高にエロい。サビに某アークノーツゲーの黒兎感のあるスライドがある
,FALSE,ジウダス,,,,,28.6,3,3,4,2,5,3,20,198,◎,1:36.97,BPMが何故倍取りなのか...短スライド終点は動作がフリックにならないよう止めて離す必要がある
,FALSE,ガランド,,,,,28.6,4,2,3,4,4,3,20,93,◯,2:05.81,16分と24分混在させるのやめろ...低速な割に中継点が多くロングノーツをサボり辛いのも厄介
,FALSE,Hand in Hand,,,,,28.6,6↑,3,3↓,1,5,2,20,128,,2:00.00,短ホールドが多く、意識しないと崩れてしまう。なぜどりーみんチュチュが維持でこれが昇格...?
,FALSE,みくみくにしてあげる♪【してやんよ】,,,,,28.6,5,5,2,3,3,2,20,160,,1:37.31,緑タップの終点がBlessingと共に修正されて気にする必要がなくなった。依然ネギ縦連は注意
,FALSE,パラジクロロベンゼン,,,,,28.6,7,4,1,3,3,2,20,120-125,,2:09.76,少し認識が難しい配置の練習にどうぞ。譜面がない部分だけ内部的にBPM124だったりする
,FALSE,命ばっかり,,,,,28.6,5,4,5,1,3,2,20,128,,2:07.68,譜面としてあまりにも完成度が高い。終盤に難しいポイントがふんだんに盛り込まれている
,FALSE,"Hello, Worker",,,,,28.6,7,5,4,1,1,2,20,168,,1:36.61,この難易度にしては中速のくの字配置がかなり驚異になる。深海少女と違い最後の始点は拍にある
,FALSE,フロムトーキョー,,,,,28.6,6↑,4,3,3,3,1,20,130,,1:30.00,音ゲー用にリズムを難しくしたのかってくらいの曲をしている。ライブではペンライトが一番振り辛い
,FALSE,1925,,,,,28.6,5,4,3↑,4,2,2,20,145,◎,2:13.66,あえて2番を収録しているのにこだわりポイントを感じる。間奏地帯は基本交互ではないぞ
,FALSE,林檎売りの泡沫少女,,,ソ,敷,28.6,5,5,4,2,2,1,19,225.2,,2:03.62,難易度28の最高BPMが久々に塗り替えられた。結構裏の音が取られており瞬間的密度があるタイプ
,FALSE,アイディスマイル,,,,,28.6,3,4,3,3,3,3,19,171,,2:10.35,たまに混じる3拍子、視認難、分かりづらい方向指定フリックなど厄介要素が多め
,FALSE,ミライ,,,,,28.6(↑)-,6↑,3,3,1,4,2,19,138,,2:31.96,サビ前の突然の24分入り乱打にやられた人も多いのでは。長いし終点が多めなのが非常にツラい
,FALSE,パレットには君がいっぱい,,,,,28.6(↑)-,5,4↑,2,5,1,2,19,120,,2:06.00,サビの認識難配置をちゃんと2-2で取れるかがこの譜面の一番重要なポイントとなる
,FALSE,悪徳のジャッジメント,,,,,28.5+,5,4,3,2,2,2,18,140,,2:04.29,16分音符の最初に同時押しがある配置が特徴。それ以外にも地力主体なので同時押しなどを意識しよう
,FALSE,ハローセカイ,,,,ソ,28.5+,4,4,5,1,2,2,18,148-152,,1:38.72,難所は引用地帯とその後。引用に関しては原曲よりBPMが早く、その後も同時押しが多くて難しい
,FALSE,踊れオーケストラ,,,,,28.5+,5,5,3,1,2,2,18,180,,1:46.00,クセがそこまでなく純粋に楽しめる譜面。直感に反する方向指定フリックなどに注意しよう
,FALSE,CR詠ZY,,,,,28.5+,6,3,5,1,1,2,18,122,,1:38.24,協力ライブにおけるバグがあまりにもインパクトが強い。序盤の5kや終盤の高密度トレースが印象的
,FALSE,ワンスアポンアドリーム,,,,,28.5+,4,2,2,5,4,1,18,132,,1:45.23,長らく唯一の12分割フリック持ちの譜面だった。典型的な「昔の認識難」なので運指を固めよう
,FALSE,シャルル,,,,,28.5+,7,4,3,1,2,1,18,145,,1:38.90,この曲は音ゲーに入ると絶対12分縦連が飛んでくる運命なのか...28の中でもかなり地力で攻めてくる
,FALSE,いーあるふぁんくらぶ,,,,,28.5+,5,4,5,2,1,1,18,145,,1:58.60,全体的にクセが少なく素直で楽しく叩ける。最初の始点が2拍目の32分音符3個後らしい...
,FALSE,征け,,ソ,交,多,28.5+,4,2,5,2,2,3,18,120.48-150,,1:44.48,局所的な5kよりも、終点横の始点もどきフリックの方がヤバい。何とは言わないけど大変でした......
,FALSE,幸福刑,,,,交,28.5+,5,3,5,2,2,1,18,140,,1:54.43,1月分の.5↑枠。序盤であり得ないくらい本気を出し、中盤以降も平気で24分→同時を飛ばすバケモン
,FALSE,ツギハギスタッカート,,,,,28.5+,5,4,3↑,1,2,3,18,139,,1:58.06,小粒はこのレベル帯だとまあまあよくあるためこの定数に落ち着く。依然クセ配置は難しい
,FALSE,LEADER,,,,,28.5+,6↑,4,3,1,2,2,18,140,,1:46.71,地力配置や特徴的なロングノーツが多め。まず曲をある程度覚え込むといいかもしれない
,FALSE,去り人達のワルツ,,,,,28.5+,5,4,5↑,1,1,2,18,178,,1:36.07,アウトロのいかにも難しくしました感がえげつないがそれ以外は比較的素直。短いので詰めやすい
,FALSE,キャットフード,,,,敷,28.5+,6↑,5,3,1,1,2,18,174,,1:56.90,ほんの少しだけ骨のある配置があるが、やはり既存曲が強く......。連打は比較的素直
,FALSE,金時計,,,,ソ,28.5+,6↑,5,3,1,1,2,18,170,,1:34.76,中盤にかなりの量の同時押しが飛んでくる。同期の征けと違い、物量系の難しさを誇っている
,FALSE,こちら、幸福安心委員会です。,,,,,28.5,4,2,3,2,4,2,17,128,,2:23.05,初音天地開闢神話御用達の交差スライドが存在する。因みに真ん中押さえて端をタップすれば通る
,FALSE,Dear,,,,敷,28.5,4,3,3,2,3,2,17,135,,2:24.89,たまに来る縦連配置には気を付けるべし。真ん中で持ち替えるトレースやロングノーツも特徴的
,FALSE,酔いどれ知らず,,,敷,多,28.5,4,3,3,2,3,2,17,115,◎,2:12.52,ÅMARAの28版を誘導後に置きました！！みたいな配置がある。プロセカもできること増えたんだね...
,FALSE,ハッピーシンセサイザ,,,,,28.5,6,3,2,1,3,2,17,127,,2:04.72,ラスサビ前に関しては裏6分が存在する赤譜面のほうがムズいと思う。全体的に素直だが縦連注意
,FALSE,豚になってyeah yeah,,,,,28.5,5,3,2,3,2,2,17,115,◎,1:56.43,potatoと曲調が似ておりBPMも1しか違わない。やりやすい方の認識難が多めなので練習に良い
,FALSE,Change me,,,,,28.5,4,2,5,2,2,2,17,135,,2:22.00,サビ前の局所難やラスサビのくの字など厄介配置を備えている。旧レギュでできる範囲の演出がよい
,FALSE,ラッキー☆オーブ,,,,,28.5,5,2,4,2,2,2,17,126,,1:53.81,BPMは遅いが非交互配置などクセの強い配置が多め。ロングノーツの中継点も多いが落ち着くべし
,FALSE,ストロボラスト,,,,,28.5,5,3,3,2,2,2,17,120,,2:07.50,全体的に小粒が多い。サビ後半から急に難しくなるため十分に指を慣らそう
,FALSE,purpose,,,,敷,28.5,5,3,3,2,2,2,17,130,,1:40.96,リズムが難しめで24分3鍵が降ってきたりと要求地力が高め。ほんの少しロングにタップが被っている
,FALSE,我らステインバスターズ！,,,,,28.5,4,5,3,1,2,2,17,125,◎,1:41.76,28にしてこのBPMのハネリズムはシンプルに物量が多い。ただ同時押しや認識難は少なめ
,FALSE,だんだん早くなる,,,敷,多,28.5,3,3,3,4,3,1,17,88-160,,2:14.37,全レーントレースを目印に体内のメトロノームを制御しよう。ソフランなかったのが少し驚き
,FALSE,円尾坂の仕立屋,,,,,28.5,5,5,4,1,1,1,17,180,,1:53.00,傾向としては去り人に似ているが、16分→同時押しのフリックの場所が親切になっている
,FALSE,Unpoison,,,,ソ,28.5,4,3,4,2,2,2,17,119,,1:56.47,間奏地帯でこの曲に合わせた特徴的な譜面を発揮してくるが、BPMが遅いため少し叩きやすい
,FALSE,絶え間なく藍色,,,,,28.5(↑)-,5↑,2,3,2,3,2,17,125,,2:19.68,5鍵や24分、ホールドの連続など明確な難所はあるが、運指を固めれば意外と対処可能な範疇
,FALSE,Call!!,,,,,28.5(↑)-,3,2,4↑,3,1,4,17,108,◎,1:37.50,19.2分音符族だし、24分もあるし32分もあるかなりてんこ盛り譜面。キティフリックも超絶厄介...
,FALSE,ドリーマーズビート,,,敷,多,28.5,6,3,2,2,2,2,17,134,,1:33.17,とにかく同時押しの量が多く地力がないとキチィ。金タップ4連全部右からでよかったねぇ...
,FALSE,星に一番近い場所,,,,,28.4+,5,2,4,2,1,2,16,218,◎,1:58.44,サビの後半の配置が死ぬほどゲキムズ。まずフリックなし配置を考えてからフリックの場所を覚えよう
,FALSE,ド屑,,,,,28.4+,5,2,1,3,2,3,16,115,,1:55.04,コンセプト寄りの譜面で今までのプロセカにはあまり見られない斬新な配置が多い。見た目通りでOK
,FALSE,Highlight,,,,,28.4+,3,2,3,4,1,3,16,130,,1:31.15,圧倒的に厄介なのは直感に反する方向指定。認識難のいい練習譜面としてpotatoよりも活用可能
,FALSE,ULTRA C,,,敷,交,28.4+,4,3,3,2,2,2,16,128,,1:30.00,VBS書き下ろし総集編！みたいな譜面でとてもエモい。曲もそれなりに短いので詰めやすい
,FALSE,夜もすがら君想ふ,,,,,28.4+,5,4,2,1,2,2,16,148,,2:20.88,3鍵がサビに頻発するが、それに気をつければ難しい配置は少ない。あと神曲
,FALSE,うっせぇわ,,,,,28.4+,3,4,2,2,3,2,16,178,,2:11.12,曲の割に純粋に素直な良譜面で笑みが溢れてしまった。もう少しうるさい譜面が欲しかったな
,FALSE,ボトルケーキ,,,,,28.4+,3,2,2,3,3,3,16,107,◎,1:49.22,曲全体を通して160/9分ハネというバケモンリズムが搭載されている。抜けるスライド何...？
,FALSE,このまんまでいこう,,ソ,敷,交,28.4+,4,5↑,3,1,1,2,16,177,,1:45.76,アウトロの局所難かと思わせて最序盤にも4kがあったり、じわじわと責め立ててくる側面がある
,FALSE,Q,,,,,28.4+,4,4↑,1,2,2,3,16,116-120,,2:04.03,最初だけBPMが116なのをつい最近知りました。終点フリックに気をつければ難しくない
,FALSE,世界の歩き方,,,,,28.4+,5↑,3,3,2,1,2,16,125,,1:36.36,イントロとアウトロにてかなりの地力を要求されるほか、フリックの位置にも注意する必要がある
,FALSE,どんな結末がお望みだい？,,,,交,28.4+,4,4,4,2,1,1,16,190,,1:31.11,短く詰めやすい譜面であり、目立った難所も少なめ。スライドのギミックは左手を遅めに離すように
,FALSE,四角い地球を丸くする,,,ソ,敷,28.4,4,3,3,1,2,2,15,148,,2:12.57,曲の尺がかなり頑張ってくれている。多少の地力配置を乗り越えた先のラストの演出が神すぎると話題
,FALSE,JUMPIN’ OVER !,,,敷,多,28.4,4,3,3,2,1,2,15,170,,1:45.53,誘導はあるがあまり28では見ない連打の形がある。傘スライドの柄の部分どうしても左触っちゃうよね
,FALSE,アンチユー,,,,,28.4,5,3,2,2,1,2,15,129,,1:53.49,マジでウルトラハイパー超いい曲。中盤のAメロの終点無しロングノーツは全てロング部分に判定ないよ
,FALSE,エンヴィーベイビー,,,,,28.4,3,4,4,1,1,2,15,171,,2:12.11,24分がかなり鍵を握っている譜面。他は8分音符が基本で落ち着いて対処すればおそらく大丈夫
,FALSE,1000年生きてる,,,,敷,28.4,4,2,3,2,3,1,15,100,◎,1:43.80,同時押しもちょくちょく見られる低速ハネなので苦手な人は苦手。終点もちょくちょく厄介
,FALSE,夏夜ノ唄,,ソ,敷,交,28.4,4,3,2,2,3,1,15,103,◎,1:58.83,CHUNITHMのMarbleBlue.(MAS)みたいな演出がこのゲームにもやってきた！！イントロのリズムむずい
,FALSE,Wonder Style,,,,,28.4,4,2,4,3,1,1,15,128,,2:11.48,中盤の微認識難配置や小粒などが少し面倒。24分もう少し置いて本気譜面にしてほしかったかも
,FALSE,古書屋敷殺人事件,,,,,28.4,5,3,3,2,1,1,15,140,,1:57.43,そんなに譜面としての特徴はないものの、ラストの16分3kの連続が結構難しい。エイム注意
,FALSE,スマイル*シンフォニー,,,ソ,多,28.4,5,2,4,2,1,1,15,122,,1:28.28,とんでもなく難しくなると思ってたら、BPM244じゃなかった...。でもリズムが難しくてAPが厄介
,FALSE,あの夏が飽和する。,,,ソ,敷,28.4,4,3,2,1,3,2,15,90,◎,1:57.11,やりやすくしたアイロニという印象。非交互配置も点在。ラストの演出が例の削除曲から進化している
,FALSE,夏に透明,,,,敷,28.4(↑)-,5,4↑,3,1,1,1,15,128,,1:52.50,これONESELFと同じ人の曲なんだぜ...？少しばかり同時押しや非交互が多いので十分に注意しよう
,FALSE,はじまりの未来,,,敷,交,28.3+,3,3,3,2,1,2,14,156,,2:07.69,もう追加なの！？って当時は思った。曲調の変化が少し変則的で、譜面を叩きながらワクワクできる
,FALSE,ガーネットの涙,,,敷,交,28.3+,4,2,3,2,1,2,14,139,,1:54.60,コイツのせいで「交」の説明に改訂が加わった。トレースなので対応しやすい部類の交差配置ではある
,FALSE,ぼくのかみさま,,ソ,敷,交,28.3+,5,3,3,1,1,1,14,140,,1:53.04,曲が本当に神。かなり音取りが素直なので、挟まるフリックや、2箇所ある4kなどに注意すれば大丈夫
,FALSE,サマータイムレコード,,,,敷,28.3+,2,4,3,1,2,2,14,178,,2:24.27,ロングノーツが主体となっているタイプの譜面。終点がロングに重なってるのつい最近知った...
,FALSE,Beyond the way,,,,,28.3+,5,2,3,1,1,2,14,125,,1:50.88,曲がバチクソにカッコイイ。少し32分音符が含まれていて骨はある。スライドはサボろう
,FALSE,星を繋ぐ,,,敷,交,28.3,2,3,2,2,2,2,13,174,,1:33.45,28の中では異例の、スライドの中にノーツがある譜面。スライドの中の黄色タップが持ち替えの目印
,FALSE,強風オールバック,,,ソ,敷,28.3,4,2,2,1,2,2,13,135,,2:11.11,プロセカの譜面の中で一番凝っているといっても過言ではない。ÅMARAみたいな黄ロングが見づらい...
,FALSE,光線歌,,,,敷,28.3,4,3,2,1,1,2,13,138,,1:52.93,連打の中にトレースノーツが混ざっている配置が多い。動かさずに取るいい練習になりそう
,FALSE,Worlders,,,敷,多,28.3,3,3,3,1,1,2,13,137.5,,2:08.45,いっぱい「多」対象の配置があって個人的に嬉しい。24分の対処がしっかりできればさほど難しくない
,FALSE,仮死化,,,,,28.3,2,3,2,2,1,3,13,184,,2:07.83,ところどころアクセントのある配置もあるがスライドがメイン。交差部分はそんなに意識しなくてOK
,FALSE,Twilight Melody,,,,,28.3,3,4,3,1,1,1,13,165,,2:11.82,GOD SONG。海外版2周年の記念楽曲であり日本では新レギュの時期なためか、譜面がかなり大人しめ
,FALSE,明鏡止水,,,,,28.3,4,4↑,2↓,1,1,1,13,150,,1:58.20,この定数にしては地力譜面は珍しいかも。見づらい配置も交互押しでどうにかなるので徹底しよう
,FALSE,カルチャ,,,,,28.3,3,4,2,1,1,2,13,172,,1:45.70,172の16分音符が叩ければ基本的にはそこまで問題はない譜面。スライドはまあまあサボれる
,FALSE,羽歌,,ソ,敷,多,28.3,3,3,3,1,1,2,13,184,,1:34.57,時折16分→同時があり、このBPMだとまあまあ速い。ソフラン地帯でロングも生えるとは思わんやん
,FALSE,雪がとける前に,,,,敷,28.3(↑)-,3,3,3↑,1,1,2,13,167,,1:28.56,8連打からの同時押しが存在し、連打でエイムも要るため基礎を固められる。スライドの使い方が好き
,FALSE,上弦の月,,,,敷,28.2+,3,2,4,1,1,1,12,82,,2:07.32,後半に24分同時混じりや32分を平然と飛ばす系の低速譜面。中盤までを安定させておきたい
,FALSE,ヘッジホッグ,,,ソ,敷,28.2+,2,2,3,2,1,2,12,160,,2:04.50,本当にラスサビの配置はマズいと思うけど、それでもハリネズミが自然に再現されていて素敵な譜面
,FALSE,CH4NGE,,,敷,交,28.2+,2,2,2,2,2,2,12,115,◯,2:09.48,誘導線が薄くなりつつ生えてたので「交」の対象が存在する。譜面的にはハネに気をつければ問題ない
,FALSE,Supernova,,,,敷,28.2+,2,2,3,3,1,1,12,105,◎,2:03.43,短連打。初見ビックリ配置である24分7連打は今時初見で対応できた人が多いことを願っていたりする
,FALSE,太陽系デスコ,,,,,28.2+,2,2,3,1,2,2,12,150,,2:19.60,スライド楽゛し゛い゛ぃぃぃ゛ぃ゛い゛いいい！！！！！！！！！！！！！な譜面。意外と抜けない
,FALSE,私は雨,,,,,28.2+,2,2,4,1,1,2,12,144,,2:01.25,譜面が「私は雨」と言わんばかりの自己紹介をしてくる。トレース3連がかなり多いイメージ
,FALSE,演劇,,,,,28.2+,2,2,3,1,3,1,12,176,,2:02.05,なぜBPMが速いのかシリーズ。16分がちらほらあるが配置自体は素直なので落ち着こう
,FALSE,8.32,,ソ,敷,多,28.2+,3,2,2,2,2,1,12,110,,1:53.32,性格が悪いラスト上位に君臨する譜面。非交互配置自体はとても多いが、BPMが遅くやりやすい
,FALSE,きみとぼくのレゾナンス,,,,,28.2,3,2,3,1,1,1,11,130-160,,2:10.21,1回で4k配置が登場したり最後で減速したりという注意点はある。トレースの使い方が印象的
,FALSE,ありのままのストーリーを,,,,,28.2,2,3,2,1,1,2,11,181,,1:40.77,カクっとしたスライドノーツが多め。思ったより指を遅めに動かさないと抜けるので注意しよう
,FALSE,インテグラル,,,,,28.2,2,2,3,2,1,1,11,192,,1:50.94,ラストのロングノーツ以外あまり特徴がない。まあまあトレース軸ではあるので離す練習にはなるか
,FALSE,サイハテ,,ソ,敷,多,28.2,3,2,3,1,1,1,11,146,,2:06.47,あの花瓶の演出ほど心にくるもんないよ...。「多」の対象はすごくわかりづらいので探してみてね
,FALSE,『んっあっあっ。』,,,,ソ,28.2,2,1,3,2,2,1,11,123,,1:58.54,NEXT落選曲が人気を上げ収録。演出的にこのタイミングで収録して本当に正解。例のトレースは48分
,FALSE,三日月ステップ,,,,敷,28.2,3,2,2,1,1,2,11,167,,1:54.97,16分音符が結構少ないが、同時着地配置はまあまあある。連続トレースフリックは逃さないよう注意
,FALSE,花に風,,,,,28.2,2,1,3,2,2,1,11,148,,2:03.85,1サビ終わりのリズムが少し難しいだけで地力がそんなに要求されない。マジでいい曲と俺の中で話題
,FALSE,Sympathy,,,敷,多,28.2,2,3,1,1,2,2,11,184,,1:32.61,ナマステー！！！！歌詞になぞらえて4本スライドが重なるの本当に神。ほんの少し終点に注意
,FALSE,ルーマー,,ソ,敷,交,28.2,2,2,3,1,1,2,11,140,,1:56.14,ロングやトレースが暴れる地帯はあれど、終点がいい塩梅で配慮されておりかなり叩きやすい譜面
,FALSE,ラストラス,,ソ,敷,多,28.2,3,2,2,1,1,2,11,148,,2:03.24,重なるスライドの数、驚異の9本。ライブ感あふれる譜面をしており、演出もかなり凝っている
,FALSE,Snow Fairy Story,,,,敷,28.1,2,2,1,2,2,1,10,128,,2:03.52,BPMがゆったりしており地力の必要な配置も少なめだが、縦連→同時の取り方は決めておこう
,FALSE,ファイター,,,敷,交,28.0+,1,1,1,2,2,2,9,135,,1:39.00,ギミック系スライドが特徴的だが、逆にそれ以外の特徴が少なく、それが理解できれば問題ナシ
,FALSE,ハイドアンド・シーク,,,,,28.0,1,1,2,1,1,2,8,138,,2:01.74,小粒が多いが、ツギハギほどのクセがないため全体的に捌きやすい譜面をしている。1箇所24分に注意
27,FALSE,幽霊東京,,,,,27.9+,10,5,3,3,4,2,27,124,,2:07.50,スライドの色が入れ替わるところが初見のインパクト強い。要求地力が29上位すぎる
,FALSE,alive,,,,,27.8+,9,5,3,1,5,2,25,128,,1:52.73,微妙にやりづらい低BPMで16分乱打が多く降ってくる。手の入れ替えが必要な部分も多々
,FALSE,どりーみんチュチュ,,,,,27.8+,8,5,4,1,5,2,25,128,,2:14.53,曲がとてもカワイイが長い。終点がヤバいのでSE有で感覚掴むのも大アリだったりするかも
,FALSE,セカイ,,,,,27.8,8,6,4,1,3,2,24,133,▲,1:46.47,リズム難や地力の求められる24分といった難要素が多い。コイツ、元26なんだぜ...？信じられるか...？
,FALSE,メルティランドナイトメア,,,,,27.8,8,6,4,2,3,1,24,140,,1:52.82,地力配置が元26の中では格段に多く納得の昇格を果たした。このBPMのくの字は流石にアカン
,FALSE,アイスドロップ,,,,,27.7+,7,7,3,2,1,2,22,158,,1:41.01,曲がいい。でも急に終わる感ある。後半随所に現れる16分2打のリズムや同時押しに注意
,FALSE,炉心融解,,,,,27.7+,7,6,4,2,2,1,22,165,,2:00.73,高難易度くるかなぁと思ったが意外と抑え目だった。噛み合った歯車スライド好き
,FALSE,番凩,,,,ソ,27.7,7,5,4,1,2,2,21,90-128,,1:58.28,読み方は「つがいこがらし」。地力配置多めでBPM変化耐性も必要。最後に実は低速ソフランも
,FALSE,愛されなくても君がいる,,,,,27.7,6,6,4,2,1,2,21,150,,2:13.40,小粒混じりの乱打が多い譜面。後半に難所が集中している感じ。落ち着いて叩こう
,FALSE,タイムマシン,,,,,27.7,6,5,5,2,2,1,21,126,,1:57.14,コラボ先に先行収録されるというレアケース。左3連縦連が2回連続でくるのやばいでしょ
,FALSE,からくりピエロ,,,,,27.6+,4,4,4,2,3,3,20,102,◎,2:15.29,案の定回っていくスライド。中継点に意識を向けることで抜けを防げる。ハネリズムなのも難しい
,FALSE,Blessing,,,,,27.6+,4,4,3,2,4,3,20,110,,2:08.72,これノーツの色で6人それぞれを表してる説ないかな。アイムマインに引用があるの最高にエモい
,FALSE,スイートマジック,,,,,27.6+,4,4,3,1,5,3,20,123,,2:22.20,局所難。1サビとラスサビの間とか最後とか。BPM遅いとはいえゴリ押しが多め
,FALSE,眠らせ姫からの贈り物,,,,,27.6+,7,5↑,2↓,1,3,2↑,20,126,,2:01.19,サビ以降絶対BPM252だろ...w アウトロは同時→3連打→同時のいい練習になるぞ
,FALSE,from Y to Y,,,,,27.6,7,4,3,1,3,1,19,98,◎,2:32.44,BPMが100を切るハネリズム。サビにはなぜか32分が紛れ込んでいるが気にする必要はない
,FALSE,青く駆けろ！,,,,,27.6,3,7,4,1,3,1,19,190,,1:51.32,片手を長押しさせてもう片方で8分音符を叩かせる配置が多い。主はこういうの苦手
,FALSE,ニア,,,,,27.6,7,5,3,1,1,2,19,128,,1:49.45,BPMも遅くゴリ押しのいい練習譜面って感じ。「ニア」で黄色音符くるのよい
,FALSE,星空のメロディー,,,,,27.6,7,4,4,2,1,1,19,113,,1:46.19,寧々の歌声が最高すぎるんじゃ。セリフ地帯は指押しの練習にかなり良い譜面となっている
,FALSE,青色絵具,,,,,27.6,5,4↓,4,3↑,1,2,19,126,,2:31.90,長いしアウトロがマジモンのむずさ。謎の24分を入れてさらに12分割ノーツ3連。本当に27？
,FALSE,千年の独奏歌,,,,,27.6,4,2,5,5,2,1,19,108,,2:24.17,32分→同時フリック、この譜面が初説ない？長い局所難ということで沼ると苦しい
,FALSE,妄想感傷代償連盟,,,,,27.5+,6,3,1,4,2,2,18,110,,2:16.91,愛や厭地帯では譜面認識力が試される。どの指から入るかをしっかり見極めて認識難力をつけよう
,FALSE,深海少女,,,,,27.5+,5,4,4,2,1,2,18,137,,2:18.18,直感に反する始点やラスサビ以降が結構厄介。初手には64分2打が飛んでくる
,FALSE,群青讃歌,,,,,27.5+,5,6,2,2,1,2,18,168,,1:34.29,1年ぶりに「ユニット:その他」の楽曲が追加された話。少しクセのある配置もあるがかなり素直
,FALSE,レイヤーノート,,,,ソ,27.5+,5,3,4,2,1,3,18,78,◎,1:59.23,ソフランの使い方がかなり特徴的。小粒4kなどの厄介めな配置が端に寄っており、エイム力が必要
,FALSE,blender,,,,敷,27.5+,4,3,3,2,4,2,18,103,◎,2:05.24,低速配置もさることながら終点がかなりやっている譜面。同時に来るタップを押す瞬間に離そう
,FALSE,心拍数♯0822,,,,,27.5+,6,3,3,1,3,2,18,114,,1:59.74,脈打つ譜面に見惚れて始点終点のタイミングを逃さぬよう。せっかくなんだから822ノーツにして...
,FALSE,い〜やい〜やい〜や,,,ソ,交,27.5+,4,4,2,3,2,3,18,128,,2:02.34,タップの置き方が縦連に寄っており難しいほか、トレースフリックの感覚をつかむ練習にもなる
,FALSE,ハロ／ハワユ,,,,,27.5,5,3,1,2,4,2,17,95,◎,2:17.47,3年と4ヶ月の音取りミスの歴史についに幕が降りた。だがそれはそれで取りづらい箇所も増えている
,FALSE,街,,,,,27.5,5,4,3,3,1,1,17,128,,1:37.73,イントロの1箇所に謎に32分音符が置いてある。16分音符の入り手がたまにわからなくなる印象
,FALSE,トリノコシティ,,,,,27.5,5,5,4,1,1,1,17,135,,1:54.89,全体的に大人しいが終盤の乱打が少々難しい。乱打が苦手な方には練習で使えるかも
,FALSE,箱庭のコラル,,,,,27.5,5,4,4,2,1,1,17,138,,2:06.74,ラスサビ以降は地力を要する配置が登場するが、それ以外は素直なので安定させよう
